user_id,tweet_id,retweet_id,hashtag,location,verified,cat
6806352,1503363445525204997,1026420680227741697,{'slavaukraini'},Spain,False,dontcare
7078452,1503085342487887886,282076470,{'slavaukraini'},"Little Sweden, Lindsborg KS",False,proukr
7133142,1503427950062014467,557328931,{'slavaukraini'},"Toronto, Canada",False,proukr
7156642,1502355587430072328,1168793622248067072,"{'ukrainianswillresist', 'stopwarinukraine'}",Rome,False,proukr
7176342,1502346864959569921,12321952,"{'standwithukraine', 'slavaukraini', 'musicislife', 'ukraine'}",Leeds,False,proukr
7262292,1501746814567030789,20206744,"{'symphony', 'radio', 'wsmr', 'solidarity', 'beethoven', 'slavaukraini', 'classicalmusic', '9th', 'classical', 'ukraine', 'stations'}",North West Lower Michigan,False,dontcare
7262682,1501908877985603586,1497890039266779138,"{'closetheskyoverukraine', 'stopwarinukraine'}",St. Michaels,False,prorus
7669012,1502337095532122112,1233824473540939776,"{'ukrainerussiawar', 'slavaukraini', 'ukrainewar'}","LA, CA.",False,proukr
7703052,1503241063930085377,803326328,"{'istandwithukraine', 'istandwithzelenskyy', 'stopwarinukraine'}",unceded Chochenyo Ohlone land,False,proukr
7777302,1503224892652720132,24403753,"{'standwithukraine', 'defeatputin', 'slavaukraini'}",Columbus IN,False,proukr
7829912,1503122894372720642,941538966871912448,{'slavaukraini'},nan,False,proukr
7922582,1501917638699610118,731537303601053697,"{'slavaukraini', 'ukraine', 'hockey'}","British Columbia, Canada",False,pax
8007502,1501677399167041536,4018888580,{'slavaukraini'},Southern California,False,proukr
8052182,1503050485753909254,2956836471,"{'nhsweloveyou', 'slavaukraini', 'johnsonout48'}","Swansea, Wales",False,proukr
8110432,1503442543543005196,52920859,{'stopwarinukraine'},"Washington, D.C.",False,dontcare
8183892,1503438331111260166,2375566652,"{'standwithukraine', 'stopwarinukraine'}","Paris, Ile-de-France",False,proukr
8211832,1502338462749544454,12321952,"{'standwithukraine', 'slavaukraini', 'musicislife', 'ukraine'}",nan,False,proukr
8362812,1502679180546293766,12321952,"{'standwithukraine', 'slavaukraini', 'musicislife', 'ukraine'}","Walmer, Kent",False,dontcare
8707402,1502672705002291202,2413250479,"{'slavaukraini', 'ukraine'}","Mississippi, USA",False,dontcare
8954232,1503364471019999237,1177802259427672064,{'stopwarinukraine'},"Vienna, Austria",False,pax
8996182,1502392340060774405,12321952,"{'standwithukraine', 'slavaukraini', 'musicislife', 'ukraine'}",Eurasia,False,proukr
9055772,1502662161960771587,104960470,{'slavaukraini'},"Roma, Lazio, Italia",False,pax
9063952,1502690190262865920,2401156465,"{'ukraine', 'stopwarinukraine', 'kiev', 'slavaukraini', 'stoprussia', 'russianarmy', 'stoprussianaggression', 'stopwar', 'kyiv', 'kharkiv', 'russian', 'ukrainerussianwar'}",Seattle,False,proukr
9147152,1503359831477997568,1347985375566966784,"{'ukrainerussia', 'ukraine', 'stopwarinukraine', 'kyiv', 'shell', 'ukraineunderattak', 'stopputin', 'stoprussianaggression', 'ukrainerussiawar', 'russian', 'obolon', 'ukrainewar'}","Birmingham, United Kingdom",False,proukr
9190572,1502783374510931974,1168793622248067072,"{'ukrainianswillresist', 'stopwarinukraine'}","Mérida, Venezuela",False,proukr
9203312,1503130746893918210,1396499220199362567,"{'stopputinnow', 'slavaukraini', 'stopputinswar', 'stopputin', 'westandwithukraine'}",nan,False,pax
9294672,1502753855309856777,1926539942,"{'ukraina', 'slavaukraini', 'westandwithukraine'}","Helsinki, Finland",False,dontcare
9429482,1502218001860501505,213482579,{'slavaukraini'},Spain,False,proukr
9490232,1503482399656759299,1437315069000314888,"{'taipei', 'slavaukraini', 'ukraine'}",Toronto,False,proukr
9717222,1501755778255912961,1250100383646711809,"{'stopputinnow', 'slavaukraini'}","ÜT: 34.103769,-117.821752",False,dontcare
9731332,1502978796546318339,2956836471,"{'nhsweloveyou', 'slavaukraini', 'johnsonout48'}",nan,False,dontcare
9820002,1502181963423264768,9820002,{'slavaukraini'},Bretagne,False,proukr
9822272,1503410261394444290,154830217,"{'slavaukraini', 'ukrainerussiawar'}","ÜT: 39.207443,-76.817003",False,pax
9829882,1503051179642793992,1470012059840659461,"{'putinhitler', 'standwithukraine', 'stopputinnow', 'slavaukraini', 'ucrania', 'ukrainerussiawar'}","são paulo, brasil",True,proukr
9890382,1502503751285805056,1009546724,{'slavaukraini'},Osaka,False,pax
10059662,1502509488934371328,1168793622248067072,"{'ukrainianswillresist', 'stopwarinukraine'}",New York,False,pax
10120052,1502393407100006403,1168793622248067072,"{'ukrainianswillresist', 'stopwarinukraine'}","Coquitlam, Canada",False,pax
10133202,1503270067596890122,433380606,"{'zelenski', 'slavaukraini', 'zelenskyy'}",nan,False,proukr
10247042,1502344270543568905,2870560949,"{'violinistssupportukraine', 'gr1', 'stopwarinukraine', 'kiev', 'ucraina'}","Milan, Italy",True,proukr
10282412,1503465531063607296,483807769,"{'pace', 'cina', 'presadiretta', 'stopwarinukraine', 'rai3'}",Rome Санкт-Петербург,False,proukr
10362072,1502882298370269184,1496866450224594955,{'slavaukraini'},The Emerald City,False,proukr
10438412,1502202129456500739,213482579,{'slavaukraini'},Italia,False,proukr
10647192,1502460011649376257,34732924,{'stopwarinukraine'},Vigo ,False,proukr
10721762,1503127205655760897,1495386752823005187,"{'standwithukraine', 'stopputin', 'stopwarinukraine'}",nan,False,proukr
10908772,1501896041322455045,1497890039266779138,"{'mariupol', 'noflyzoneoverukraine', 'stopwarinukraine'}","Paris, France. Tweets:FR/EN/ES",False,proukr
10937542,1502373666067202051,12321952,"{'standwithukraine', 'slavaukraini', 'musicislife', 'ukraine'}",Germany,False,pax
11025592,1501969057582563334,16476911,"{'stopwarinukraine', 'ukrainewar'}","Mexico City, México",False,proukr
11076222,1502742498036363265,1141886020281085953,"{'standwithukraine', 'defenddemocracy', 'slavaukraini'}",Kansas,False,dontcare
11408322,1501712444502298628,128967072,"{'stoprussiaagression', 'stopwarinukraine', 'stopputinnow', 'closetheskyukraine', 'closetheskyoverukraine', 'kiev', 'irpin'}","Bages, Catalunya Nord",False,proukr
11451522,1503464381690138628,21666641,{'slavaukraini'},"Loughborough, United Kingdom",False,proukr
11486222,1502828026731667460,27493883,"{'standwithukraine', 'slavaukraini'}",Wherever I Am That Day...,False,dontcare
11567702,1503076908627550212,241581504,{'slavaukraini'},"Boston, Massachusetts, USA",False,pax
11609972,1503449936880451589,41986799,"{'fckputin', 'slavaukraini'}",Lichfield,False,pax
11663602,1502333664738299915,1168793622248067072,"{'ukrainianswillresist', 'stopwarinukraine'}",nan,False,dontcare
11705562,1501725336123641857,175494200,{'slavaukraini'},亜細亜の何処か,False,prorus
11773172,1503046696766513167,4247651892,"{'standwithukraine', 'slavaukraini', 'fckptn'}",United States,False,proukr
11799232,1502919243918098440,484674914,"{'makelovenospecialoperations', 'slavaukraini', 'helsinki'}","Berlin, Germany",False,proukr
11920992,1502292582780465153,221865069,"{'standwithukraine', 'istandwithukraine', 'slavaukraini'}",Worldwide,False,pax
12267102,1503482225425321984,264125281,"{'nato', 'lukashenko', 'belarussian', 'ukraine', 'standwithukraine', 'belarussolidarity', 'slavaukraini', 'putinlies', 'banrussiafromun', 'belarusrevolution', 'putinwarcriminal', 'freebelarus', 'mig29', 'russianprotesters', 'closethesky'}","Germany, Munich",False,dontcare
12278352,1502328567614562307,1168793622248067072,"{'ukrainianswillresist', 'stopwarinukraine'}",nan,False,pax
12319562,1503041481900179460,425936488,"{'russiaukrainewar', 'stopwarinukraine', 'stoprussia', 'stopputin', 'russia', 'putin', 'ukrainerussiawar'}",Word Line 1.048596; NL,False,dontcare
12429072,1502353940599517191,12321952,"{'standwithukraine', 'slavaukraini', 'musicislife', 'ukraine'}",nan,False,proukr
12512292,1501901603237937157,705539763349164032,"{'standwithukraine', 'machinelearning', 'socialmedia', 'cybersecurity', 'ai', 'stopwarinukraine'}",nan,False,proukr
12565812,1501712342727499779,113714309,{'stopwarinukraine'},"Espinho, Portugal",False,prorus
12567482,1502470850372673544,12321952,"{'standwithukraine', 'slavaukraini', 'musicislife', 'ukraine'}","The North, England, UK",False,proukr
12610772,1501937784205971461,392557812,{'istandwithputin'},"Malaga, Spain",False,pax
12641152,1502546322431385608,1234712929943085056,"{'ukrainerussianwar', 'slavaukraini', 'ukraine'}","Cali - Tartu, Estonia ",False,prorus
12656782,1503028909113233419,17477864,"{'slavaukraini', 'heroiamslava'}","London, England ",False,pax
12691142,1503089445091819530,154830217,"{'slavaukraini', 'ukrainerussiawar'}","Melbourne Beach, FL",False,proukr
12738902,1501706521486688256,175494200,{'slavaukraini'},大手町周辺,False,pax
12751512,1502607229559754758,12321952,"{'standwithukraine', 'slavaukraini', 'musicislife', 'ukraine'}","London, England",False,proukr
13013962,1502464568605679623,12321952,"{'standwithukraine', 'slavaukraini', 'musicislife', 'ukraine'}",Brussels / London / Nice,False,prorus
13208022,1503454335958761476,286252220,"{'ukranie', 'putinhitler', 'standwithukraine', 'putinasesino', 'stopputin', 'ucrania', 'putinwar', 'stopwarinukraine', 'putinisawarcriminal'}",Montreal,False,proukr
13294452,1502961470778359809,35298549,"{'citieswithukraine', 'stopwarinukraine'}",nan,True,proukr
13301942,1502672897839575042,2892619148,"{'ukrainefree', 'slavaukraini', 'ukraineunderattack', 'kyiv', 'ukraine'}",港区,False,proukr
13304432,1501896563614171138,175494200,{'slavaukraini'},"Osaka, Japan",False,prorus
13403992,1502301367829942273,80871730,"{'standwithukraine', 'rockchoir', 'slavaukraini', 'ukraine'}","ÜT: 50.743776,-3.990335",False,pax
13424732,1502345581322280960,12321952,"{'standwithukraine', 'slavaukraini', 'musicislife', 'ukraine'}",UK,False,proukr
13463782,1501853144241909761,3147247370,"{'slavaukraine', 'time', 'nfts', 'stopwarinukraine'}","Manhattan, NY",False,proukr
13512152,1502784448282116099,1926539942,"{'ukraina', 'slavaukraini', 'westandwithukraine'}",🇮🇪 ,False,pax
13525132,1503040969268088836,1354780456714174467,"{'standwithukriane', 'slavaukraini', 'ukraine'}",United States,False,dontcare
13562922,1502993239854436356,82828746,"{'schroder', 'russland', 'gasgerd', 'standwithukraine', 'slavaukraini', 'putinskrieg'}","Vilnius, Lietuva, Lithuania,",False,proukr
13568912,1502646347731767298,89498117,"{'slavaukraini', 'glorytoukraine'}",NYC - France - #SL #Metaverse,False,proukr
13673392,1502110368398778368,143964847,{'slavaukraini'},"Lansing, MIchigan",False,proukr
13748912,1502949771497115649,1247260723480231939,{'slavaukraini'},"Warsaw, Poland",False,proukr
13900252,1502768717314154499,1073588396,"{'slavaukraini', 'zelenskyy'}",global RTW digital nomads,False,proukr
14007362,1501787721735540741,1486277207450341379,{'stopwarinukraine'},Berlin,False,pax
14052133,1503143625940557828,37119394,{'slavaukraini'},"Washington, USA",False,pax
14056532,1502392206404964352,12321952,"{'standwithukraine', 'slavaukraini', 'musicislife', 'ukraine'}",nan,False,prorus
14058842,1503010176483344384,607788559,{'slavaukraini'},nunya business ,False,dontcare
14073022,1502766561601409028,16737566,"{'slavaukraini', 'freeukraine'}",London,True,pax
14077542,1503362797064925187,1434873840396558338,"{'generativeart', 'openseanft', 'stopwarinukraine'}",Online,False,pax
14083939,1503369163082977284,1495386752823005187,"{'standwithukraine', 'stopputin', 'stopwarinukraine'}",nan,False,proukr
14085457,1502026418871488513,279390084,"{'slavaukraini', 'notmeus'}","Randburg, South Africa",False,proukr
14106476,1502272636289695751,1243473756561039360,"{'wearenato', 'slavaukraini', 'strongertogether', 'ukraine'}","#Kyiv, #Ukraine",True,proukr
14106605,1502604226878394369,1494802105584046083,"{'melitopil', 'occupation', 'stoprussia', 'stopwarinukraine', 'ivanfedorov', 'russian', 'ukrainerussianwar'}","Entre #Toulouse et #Montauban,",False,proukr
14115680,1502128878633979909,69340006,"{'standwithukraine', 'slavaukraini'}","usa, md",False,prorus
14118020,1501940161885589520,443369826,"{'stopputinnow', 'slavaukraini', 'sdr4hackers'}",Gold Rush 1809,False,prorus
14122761,1503115738382446593,1498314815542079488,"{'putinwarcrimes', 'stoprussianagression', 'stoprussia', 'stopputin', 'looting', 'stopwarinukraine'}","13.739681,100.588148",False,proukr
14132126,1503412946864644098,1402869817,{'slavaukraini'},United Kingdom,False,proukr
14152382,1501730948592902147,2202063265,"{'johnsonout45', 'slavaukraini', 'nhsactnow'}",Banks of the Esk (Scotland),False,pax
14152577,1503024412530028552,12321952,"{'standwithukraine', 'slavaukraini', 'musicislife', 'ukraine'}",UK,False,pax
14157445,1502537427566882817,1229747909333340160,"{'standwithukraine', 'slavaukraini', 'wolnaukraina'}","Nuremberg, Bavaria",False,pax
14159621,1501996431837745156,395823918,"{'slavaukraini', 'putinswar'}","West Devon, UK",False,proukr
14160558,1502520533082062849,1083612928270430209,{'slavaukraini'},USA,False,proukr
14167388,1502695066141265922,17477864,"{'slavaukraini', 'heroiamslava'}",nan,False,dontcare
14179129,1501669181066027012,787239,{'slavaukraini'},"Chicago, IL, USA",False,proukr
14186604,1502375882291396608,1168793622248067072,"{'ukrainianswillresist', 'stopwarinukraine'}","Helsinki, Suomi",False,pax
14209506,1502687499788951568,15446551,{'slavaukraini'},New Jersey,False,proukr
14214964,1503359929725374476,319619581,"{'standwithukraine', 'slavaukraini'}",Caerdydd,False,proukr
14216328,1502206008869126145,3312966191,"{'standwithukraine', 'stopputinnow', 'slavaukraini'}",甴曱共和国人士,False,proukr
14218303,1502375227514359810,754913164827959300,"{'slavaukraini', 'democracynotautocracy'}","Midwes†, USA",False,proukr
14225385,1502988016125677570,889765401822973952,{'slavaukraini'},St. Louis,False,proukr
14244544,1501885979845660676,2238351373,"{'russia', 'stopwarinukraine', 'ukraine', 'kyiv'}","Dublin City, Ireland",False,proukr
14249890,1502201158668099588,213482579,{'slavaukraini'},"Gdansk, Poland",False,proukr
14250132,1503084318767394822,55059675,{'slavaukraini'},Here,False,proukr
14266668,1502128087634436112,986235258755465216,"{'slavaukraini', 'slavaukraina', 'brandstoavoid', 'ukrainerussiawar', 'boycottrussia', 'ukrainerussianwar', 'ukrainewar'}","New York, USA",False,pax
14273044,1502684378924732416,236348360,"{'slavaukraini', 'stopputin', 'russia', 'stopwar', 'westandwithukraine', 'ukraine'}",Finland,False,proukr
14281345,1501790903639449601,3066012791,"{'johnsonout45', 'toriesdevoidofhumanity', 'slavaukraini', 'nhactnow'}",England,False,proukr
14310583,1503457604219068423,21666641,{'slavaukraini'},"London, Europe",False,pax
14311549,1502169965473898501,4580641873,{'istandwithputin'},nan,False,pax
14314815,1501806146293620738,826226272418283520,"{'slavaukraini', 'putin', 'ukraine'}",los angeles,False,proukr
14315804,1501687030274744324,905645454,"{'stopwarinukraine', 'stoprussia', 'kharkiv', 'ua', 'ukraine'}","Kyiv, Ukraine",False,dontcare
14320586,1501779724195880963,20279398,{'slavaukraini'},"Los Angeles, CA",False,dontcare
14351215,1503504737718710273,1413906850198822913,"{'standwithukraine', 'stopputinnow', 'slavaukraini', 'stopputinswar'}","Jasper AL, USA",False,proukr
14353202,1503502177377075200,14224719,"{'slavaukraini', 'putinmustfail'}",London,True,pax
14361600,1502660734727172098,82828746,"{'seuchenfans', 'slavaukraini', 'os1203', 'kriegsfreunde', 'putinknechte', 'putinskrieg', 'osnabruck', 'querdodel', 'ukraine', 'impfenstattschimpfen'}",Berlin,False,proukr
14361980,1502494167754321920,1009546724,{'slavaukraini'},DMV,False,proukr
14376391,1502534864293179393,1168793622248067072,"{'ukrainianswillresist', 'stopwarinukraine'}","Utrecht, Nederland",False,dontcare
14394248,1501676183016120325,787239,{'slavaukraini'},"Dublin, Ireland",False,proukr
14407612,1501792039679283204,905645454,"{'stopwarinukraine', 'stoprussia', 'kharkiv', 'ua', 'ukraine'}","Chernihiv, Ukraine",False,proukr
14409745,1503269246792519682,14409745,"{'russianinvasion', 'standwithukriane', 'perjovschi', 'stopwarinukraine'}",macerata,False,proukr
14410543,1502983241149652992,27493883,"{'standwithukraine', 'slavaukraini'}",The Metaverse,False,proukr
14411146,1503262348840218630,1495386752823005187,"{'standwithukraine', 'stopputin', 'stopwarinukraine'}",Bordeaux,False,prorus
14421337,1502691504531275786,17477864,"{'slavaukraini', 'heroiamslava'}",nan,False,proukr
14426487,1501726535358853129,1250100383646711809,"{'putinisawarcriminal', 'slavaukraini'}",My Own Private I Dunno,False,proukr
14427410,1502385875786899457,1168793622248067072,"{'ukrainianswillresist', 'stopwarinukraine'}","London, England",False,proukr
14430522,1502121044399718405,771850346,"{'putinsplaybook', 'slavaukraini', 'prayingforukraine'}",San Francisco Bay Area,False,proukr
14431693,1502327426088673284,12321952,"{'standwithukraine', 'slavaukraini', 'musicislife', 'ukraine'}","Скопје, Македонија",False,pax
14432645,1502331395733180419,12321952,"{'standwithukraine', 'slavaukraini', 'musicislife', 'ukraine'}",N 51°31' 0'' / W 0°7' 0'',False,proukr
14441403,1502560600429375488,12321952,"{'standwithukraine', 'slavaukraini', 'musicislife', 'ukraine'}",Devon UK,False,proukr
14444945,1502930027549237248,61480724,"{'slavaukraini', 'ukraine'}",nan,True,proukr
14446152,1502020709752705025,1355917827052457987,{'slavaukraini'},"Fishers, IN",False,proukr
14449273,1503020066056548352,17027632,"{'slavaukraini', 'trumprussia'}","Colorado, USA",False,proukr
14452955,1502527280333180931,12321952,"{'standwithukraine', 'slavaukraini', 'musicislife', 'ukraine'}",nan,False,proukr
14454958,1501962272058613762,743103393103794176,"{'venaja', 'slavaukraini', 'vladimirputin'}","Helsinki, Finland",False,pax
14459135,1501855093570048003,175494200,{'slavaukraini'},日本,False,proukr
14462271,1503379543234682884,83461540,"{'istandwithukraine', 'istandwithputin', 'putler', 'russia', 'putin', 'russiainvadedukraine', 'putinisawarcriminal', 'ukraine', 'ukrainewar'}",Citizen of the World,False,proukr
14465456,1503338538540142592,19418649,{'slavaukraini'},I'm bad. I'm nationwide.,False,dontcare
14467310,1503122976497016832,55059675,{'slavaukraini'},"Chelmsford, Essex UK",False,pax
14473503,1501900978156875778,175494200,{'slavaukraini'},nan,False,proukr
14491785,1502964550089461763,27493883,"{'standwithukraine', 'slavaukraini'}",Minnesota USA,False,proukr
14496536,1502957052892696576,1045412502,"{'johnsonout47', 'slavaukraini'}",UK,False,proukr
14517394,1502854276510621701,415050907,{'slavaukraini'},Quebec,False,proukr
14517683,1502818841377882114,12321952,"{'standwithukraine', 'slavaukraini', 'musicislife', 'ukraine'}","Greater Boston, Massachusetts",False,proukr
14519073,1503284723140988929,29459695,"{'fbr', 'followbackproeu', 'fbpa', 'fbpeglobal', 'slavaukraini', 'fbproeu', 'fbpp', 'fbpe', 'fbukraine', 'ukraine'}",Iran,False,proukr
14522241,1502630178354257927,771383605,"{'standingwithukraine', 'slavaukraini'}","Mineral Wells, TX",False,proukr
14526045,1502232625813069826,3370436529,"{'fckputin', 'stopwarinukraine'}","Odenwald, Germany",False,dontcare
14526369,1503500486342815753,1264945946158411776,"{'bbseries', 'pokerstars', 'stopwarinukraine'}",The Home Of Poker,False,proukr
14535500,1502080228721577997,319619581,{'slavaukraini'},Behind you,False,proukr
14542602,1502683527141232643,27493883,"{'standwithukraine', 'slavaukraini'}",United States,False,pax
14550576,1502076317365411843,38434191,{'slavaukraini'},"Raleigh, NC",False,dontcare
14558757,1503117462144966657,153412998,"{'putinswar', 'russiaukrainewar', 'swag', 'tintti', 'loot', 'slavaukraini', 'slavaukraine', 'tractor', 'war', 'comic', 'comedy', 'revenge', 'ukrainefarmer', 'fckputin', 'sarjakuva', 'tintin', 'haddock', 'ukraine'}","Amsterdam, North Holland",False,proukr
14568279,1503283150759284740,1011652742350278658,"{'slavaukraini', 'ukrainewar'}","Zagreb, Croatia",False,proukr
14568965,1503062483359223809,889937894202363904,{'slavaukraini'},"Florida, USA",False,proukr
14598581,1503111782403088391,1009546724,"{'standwithukriane', 'slavaukraini'}",Metaverse,False,proukr
14615214,1502746809462099969,1274181392876941313,"{'retweet', 'slavaukraini'}",Hamburg,False,proukr
14623866,1503368810430181385,465973,{'slavaukraini'},nan,False,proukr
14636422,1502367251932106761,12321952,"{'standwithukraine', 'slavaukraini', 'musicislife', 'ukraine'}","ÜT: 51.532488,-0.10606",False,pax
14640823,1502956632782753796,1500190074071306243,"{'kharkov', 'donetsk', 'stoprussia', 'svyatogorsk', 'stopputinswar', 'stopputin', 'noflyzoneua', 'stopwarinukraine'}",nan,False,proukr
14642302,1502443950866677762,1009546724,{'slavaukraini'},nan,False,proukr
14647393,1502366808191475718,12321952,"{'standwithukraine', 'slavaukraini', 'musicislife', 'ukraine'}",nan,False,pax
14649981,1502832440477421569,315950881,"{'standwithukraine', 'slavaukraini'}",Mississippi,False,proukr
