,source,target
173,16201287,184722128
174,16211420,2956836471
175,16242277,4018888580
176,16245971,1205226529455632385
177,16256826,41929595
178,16258315,443369826
179,16265229,864663235923820545
180,16280127,4018888580
181,16311161,27493883
182,16316179,27493883
183,16317768,1205226529455632385
184,16337019,2956836471
185,16362364,1349922686898724864
186,16439224,1358152121556873217
187,16476911,705539763349164032
188,16476911,256487198
189,16476911,2453069245
190,16476911,18244332
191,16476911,841437061
192,16476911,968008274003005440
193,16476911,19284888
194,16476911,786129163228811264
195,16476911,4374719908
196,16476911,1409726425
197,16476911,1249601030502756353
198,16476911,326229600
199,16476911,287329794
200,16476911,169089681
201,16476911,115991458
202,16476911,283080534
203,16484910,27493883
204,16493125,700071853
205,16503453,1270133776748855304
206,16503453,468851612
207,16505083,41929595
208,16505411,282076470
209,16523426,1259405905659146240
210,16620002,1248996730940448774
211,16649251,1401015246718914560
212,16654294,27493883
213,16668042,1270133776748855304
214,16702010,27493883
215,16709602,742496527
216,16715269,27493883
217,16716142,1205226529455632385
218,16719914,27493883
219,16726866,392557812
220,16744260,1270133776748855304
221,16790655,1497965509274394630
222,16790655,22108226
223,16790655,2301844336
224,16805438,2956836471
225,16849114,1400973042487115777
226,16849114,3163148070
227,16867563,27493883
228,16905638,27493883
229,16909343,1205226529455632385
230,16917772,2916025893
231,16938726,27493883
232,16945095,4018888580
233,16946848,319619581
234,16967028,27493883
235,16969385,1205226529455632385
236,16985474,1354780456714174467
237,16996245,1317817827970134025
238,17001893,27493883
239,17002648,2956836471
240,17012173,392557812
241,17027632,136565745
242,17027632,1273661910
243,17027632,2168444202
244,17027632,1449432615438725126
245,17027632,1482087336414433281
246,17027632,629460644
247,17027632,22881550
248,17027632,1460796962366705668
249,17027632,1289835132
250,17027632,55119081
251,17027632,767196281236168704
252,17027632,236093569
253,17027632,122808422
254,17027632,1217798986234580992
255,17027632,813642964203282433
256,17027632,1033466178381918208
257,17027632,1211028138840350720
258,17027632,1266486880188710912
259,17027632,185368416
260,17027632,1188309059348287488
261,17027632,765258136626290688
262,17027632,847603349780168704
263,17027632,105774075
264,17027632,3399424287
265,17027632,22388211
266,17027632,1440483358027304968
267,17027632,1495758889710665729
268,17027632,35526494
269,17027632,2955759658
270,17027632,1383905040
271,17027632,247055249
272,17027632,779261426112180224
273,17027632,702671887529336834
274,17027632,1325064212830322689
275,17027632,1130524899695570948
276,17027632,1441917272952504325
277,17027632,47517944
278,17027632,525738895
279,17027632,721176266414489601
280,17027632,870420744970416128
281,17027632,1311849317343334400
282,17027632,597480158
283,17027632,82766376
284,17027632,818714963401265152
285,17027632,1009278150805630976
286,17027632,47743935
287,17027632,48877205
288,17027632,2583130075
289,17027632,244390024
290,17027632,2420712286
291,17027632,385966577
292,17027632,794269748510887936
293,17027632,3154334766
294,17027632,1497676762192310273
295,17027632,1277880908
296,17027632,298764851
297,17027632,2181515911
298,17027632,929787898261659648
299,17027632,1500847381201530886
300,17027632,709755503304429568
301,17027632,893931710
302,17027632,2367915778
303,17027632,1498737968667889666
304,17027632,1109925126970183680
305,17027632,252274437
306,17027632,876303480
307,17027632,880519768586899456
308,17027632,917833911362834432
309,17027632,1147682328925356064
310,17027632,248405844
311,17027632,3240779972
312,17027632,28673553
313,17027632,830068902919012352
314,17027632,242077736
315,17027632,1023543623898542080
316,17027632,252338597
317,17027632,152181438
318,17027632,832972078701621248
319,17027632,749272339410366466
320,17027632,1047956362507038720
321,17027632,246605225
322,17027632,1479275408919089155
323,17027632,4107298575
324,17027632,4115780194
325,17027632,571044251
326,17027632,41161995
327,17027632,288945243
328,17027632,3406216186
329,17027632,203615316
330,17027632,1182581022
331,17027632,865232482307719168
332,17027632,1239578285580988416
333,17027632,823041939595522049
334,17027632,1895436799
335,17027632,1469246333534015489
336,17027632,1339348616
337,17027632,215698464
338,17027632,796838577636306945
339,17027632,39337892
340,17027632,1054144447
341,17027632,1376893028456001539
342,17027632,220844663
343,17027632,32417688
344,17027632,717468384015859712
345,17027632,4274538132
346,17027632,859410655878807553
347,17027632,1145879930779160576
348,17027632,1484856820023758848
349,17027632,1017191141760876544
350,17027632,867643763493027840
351,17027632,902980899477741570
352,17027632,1501008973213978624
353,17027632,1447879957926092800
354,17027632,1044953232794152960
355,17027632,1048326771807068161
356,17027632,1387443397
357,17027632,1434362801997455361
358,17027632,29037126
359,17027632,1235806578718081026
360,17027632,1413137033095118852
361,17027632,1376944019561971713
362,17027632,247487559
363,17027632,1098752668649091072
364,17027632,454711887
365,17027632,4311881121
366,17027632,4872635380
367,17027632,1284477410424041473
368,17027632,39282932
369,17027632,500394505
370,17027632,2496601052
371,17027632,1476233391024619532
372,17027632,302125568
373,17027632,2750799759
374,17027632,17537020
375,17027632,865261623619072000
376,17027632,3289889866
377,17027632,1154102932389933057
378,17027632,965434762671415296
379,17027632,1149747295
380,17027632,1077581736463265799
381,17027632,1298665675616145413
382,17027632,1357718765941710848
383,17027632,1224106320879423488
384,17027632,1491548658730418178
385,17027632,1318958426744082432
386,17027632,949046288024190976
387,17027632,163135330
388,17027632,553040903
389,17027632,216491891
390,17027632,122173354
391,17027632,401625193
392,17027632,386696801
393,17027632,2158518749
394,17027632,930960672
395,17027632,2470949193
396,17027632,1022942592
397,17027632,4883706370
398,17027632,758454822622363652
399,17027632,3128088058
400,17027632,61399101
401,17027632,4081545435
402,17027632,41870140
403,17027632,1096163647481511936
404,17027632,1485388309362790405
405,17027632,4548360677
406,17027632,823307245605756928
407,17027632,1444082491808264196
408,17027632,1254545496263229446
409,17027632,60399177
410,17027632,1199741285550178304
411,17027632,24021806
412,17027632,1141886020281085953
413,17027632,1107992860404707328
414,17027632,21754958
415,17027632,247744426
416,17027632,825488341197942784
417,17027632,257892686
418,17027632,914147937533427714
419,17027632,1075007968062726144
420,17027632,758403501470822400
421,17027632,788965832126631936
422,17027632,1369986792162799622
423,17027632,1026954914
424,17027632,1471618884671356937
425,17027632,1328895023337771008
426,17027632,173431221
427,17027632,2976810483
428,17027632,557136227
429,17027632,355851082
430,17027632,1415670308313333765
431,17027632,831902256782012423
432,17027632,322881819
433,17027632,1273327085000458242
434,17027632,890626907187929088
435,17027632,2188040201
436,17027632,226759450
437,17027632,1311657465570705408
438,17027632,948245525484261376
439,17027632,824216698551209984
440,17027632,47840602
441,17027632,245784962
442,17027632,106457836
443,17027632,108556027
444,17027632,1298689997235773445
445,17027632,1254119592730988544
446,17027632,734893122753167361
447,17027632,775780950487728129
448,17027632,38133178
449,17027632,798278570510585857
450,17027632,2333516540
451,17027632,851060574
452,17027632,26994187
453,17027632,2416263080
454,17027632,195610523
455,17027632,87832714
456,17027632,449072583
457,17027632,2330341389
458,17027632,617772546
459,17027632,804047193707606016
460,17027632,24692175
461,17027632,1346343362
462,17027632,281166301
463,17027632,1487197196906815489
464,17027632,760651402741944320
465,17027632,1031631901449179136
466,17027632,1387045192562184199
467,17027632,1292140406604541953
468,17027632,553042183
469,17027632,1427001756123344901
470,17027632,984780184753651718
471,17027632,899421936379408384
472,17027632,1350840802726064135
473,17027632,2609710289
474,17027632,3884988738
475,17027632,1056716616
476,17027632,95360702
477,17027632,1891664893
478,17027632,1427315580940394506
479,17027632,1342744531
480,17027632,71936967
481,17027632,2324759892
482,17027632,1011025770943320064
483,17027632,21884679
484,17027632,45019540
485,17027632,706366472
486,17027632,157291026
487,17027632,2294663185
488,17027632,1840746230
489,17027632,1299102192788537344
490,17027632,1260521219344011266
491,17027632,1435244157623316485
492,17027632,797442530438692864
493,17027632,734138933219581958
494,17027632,1392241299730862080
495,17027632,896835445123895296
496,17027632,827056535650004992
497,17027632,1022888794964611073
498,17027632,4826677880
499,17027632,1335488034553344000
500,17027632,1176642941915254784
501,17027632,1037762722216206337
502,17027632,4836521991
503,17027632,934978821429891072
504,17027632,2492135088
505,17027632,1326234531217760257
506,17027632,890491039638839297
507,17027632,1084600768588582912
508,17027632,1417048725294354433
509,17027632,1351328967672918020
510,17027632,21567649
511,17027632,1222901984811896838
512,17027632,2434162616
513,17027632,449216227
514,17027632,1285847946056085504
515,17027632,1499772596551774209
516,17027632,19399022
517,17027632,1344498695878926336
518,17027632,1304772605329768450
519,17027632,1451413014196805634
520,17027632,1153599170
521,17027632,27493883
522,17027632,1329929472263544832
523,17027632,993896734324547586
524,17027632,229075545
525,17027632,1028962892039835648
526,17027632,58594493
527,17027632,937059116
528,17027632,21495530
529,17027632,1668743185
530,17027632,1465756994090983441
531,17027632,816459680163753984
532,17027632,898979912
533,17027632,887688781494718465
534,17027632,4423287267
535,17027632,778693214962274305
536,17027632,277049262
537,17027632,904283597988782082
538,17027632,1327334309557137408
539,17027632,490061165
540,17027632,1051137761145585664
541,17027632,712329931548712963
542,17027632,782916585933668352
543,17027632,1342935986293137411
544,17027632,2735783902
545,17027632,849448663546040320
546,17027632,1254209545662013440
547,17027632,2513476004
548,17027632,203319921
549,17027632,596268186
550,17027632,1356651507584651264
551,17027632,79067625
552,17027632,1024496265755865090
553,17027632,3740201843
554,17027632,66171696
555,17027632,25499975
556,17027632,17238979
557,17027632,137395468
558,17027632,2556734218
559,17027632,821714078188113925
560,17027632,48420155
561,17027632,1453965348386926594
562,17027632,886627915902799874
563,17027632,1522327446
564,17027632,630773629
565,17027632,1426563572675584005
566,17027632,1481369987726069761
567,17027632,1384365760500359168
568,17031934,1205226529455632385
569,17057683,27493883
570,17113333,468851612
571,17142825,27493883
572,17166900,2260576352
573,17166900,3251817825
574,17168496,982767486
575,17178342,2301844336
576,17204460,27493883
577,17217502,760694335356690432
578,17217502,1364300855382573056
579,17238730,27493883
580,17240376,27493883
581,17290000,49175397
582,17302067,831197912227000320
583,17302067,803612732
584,17303858,27493883
585,17303858,1358152121556873217
586,17311081,2373487327
587,17342027,930419292
588,17378581,2460279166
589,17378581,457743272
590,17418011,27493883
591,17439850,4018888580
592,17444647,1364300855382573056
593,17452552,27493883
594,17471611,27493883
595,17509107,1417559554821349376
596,17561023,1205226529455632385
597,17569440,1270133776748855304
598,17612969,27493883
599,17647289,2322424306
600,17652526,392557812
601,17656886,4018888580
602,17686959,1142623492141211650
603,17686959,24403753
604,17691427,2202063265
605,17734639,1205226529455632385
606,17741346,2956836471
607,17746695,4018888580
608,17751072,282076470
609,17755700,2956836471
610,17797650,4018888580
611,17810707,2956836471
612,17822006,27493883
613,17908607,1421486721590509570
614,17954631,1483774401762017281
615,17954631,1474044208600211465
616,17954631,2202063265
617,17954631,790870659333259264
618,17961813,1358152121556873217
619,17972974,1205226529455632385
620,18002731,27493883
621,18029310,27493883
622,18033503,27493883
623,18037002,27493883
624,18058085,4018888580
625,18058085,23709095
626,18060010,27493883
627,18080347,1499737837620576256
628,18109429,83756306
629,18109429,1254214570933133312
630,18109429,45487451
631,18109429,1236637789342404609
632,18109429,825030296844185600
633,18109429,1477316626768924674
634,18109429,2952552491
635,18109429,33365734
636,18109429,1223745907818221568
637,18109429,994550161757028353
638,18109429,1337914453031931904
639,18109429,472175811
640,18109429,717926979924680706
641,18109429,1268984988973727744
642,18109429,881903108
643,18109429,912232086211371008
644,18109429,776435794164658176
645,18109429,436845642
646,18109429,1497938762919251968
647,18109429,1497472221291425795
648,18109429,1494606505005490177
649,18109429,833380478916952064
650,18109429,2755986621
651,18109429,1185456645024952322
652,18109429,336486176
653,18109429,2987098434
654,18109429,33265297
655,18109429,1004777406362775552
656,18109429,1117514677574041600
657,18109429,732066798
658,18109429,805512598531620864
659,18109429,1115353484
660,18109429,1317126665160581128
661,18109429,1031631901449179136
662,18109429,4570684816
663,18109429,1311107500096155651
664,18109429,867588350152130569
665,18109429,1429621540459630593
666,18109429,571969857
667,18109429,1400205223646273539
668,18109429,3304453217
669,18109429,250030126
670,18109429,34881706
671,18109429,29728444
672,18109429,1690038312
673,18109429,50679245
674,18109429,1243541436982755328
675,18109429,338996464
676,18109429,1475996394502512644
677,18109429,1177583243887091712
678,18109429,1239336288156876803
679,18109429,1150568157104373760
680,18109429,1244113357
681,18109429,1324870450023784448
682,18109429,1548917023
683,18109429,1491160523160924176
684,18109429,1369189029028065282
685,18109429,856312239761915904
686,18109429,1403131816786022401
687,18109429,2460046638
688,18109429,4912790312
689,18109429,833129792534769664
690,18109429,1483146834482712580
691,18109429,1962578545
692,18109429,784241071568089088
693,18109429,4552846169
694,18109429,843502075237580801
695,18109429,1299136224469438466
696,18109429,1482033915967725577
697,18109429,2769409221
698,18109429,850121274173083648
699,18109429,1653936146
700,18109429,1249297110614212608
701,18109429,1135610265972727808
702,18109429,1423262690588430337
703,18109429,3935553925
704,18109429,2330663227
705,18109429,1242289536459132928
706,18109429,2858152744
707,18109429,3198173328
708,18109429,1500210524906491904
709,18109429,2757456680
710,18109429,1376886226272321538
711,18109429,1460760040487403525
712,18109429,979847862
713,18109429,409868039
714,18109429,4364520516
715,18109429,1329566710748172288
716,18109429,2301844336
717,18195001,1969346438
718,18197948,1205226529455632385
719,18203422,1426418968873652224
720,18272853,1248996730940448774
721,18302410,815708250217840640
722,18348346,1274181392876941313
723,18359715,2301844336
724,18379358,700071853
725,18427567,1270133776748855304
726,18427567,333300093
727,18471312,1205226529455632385
728,18481086,27493883
729,18495916,27493883
730,18514141,27493883
731,18530932,1278701004
732,18540174,2956836471
733,18542632,1447541603015528454
734,18583397,1270133776748855304
735,18583397,49175397
736,18583397,27493883
737,18583397,1969346438
738,18583397,1205226529455632385
739,18600732,27493883
740,18604202,2956836471
741,18604202,4018888580
742,18684946,24403753
743,18685355,27493883
744,18725885,2956836471
745,18811949,319619581
746,18838712,1274181392876941313
747,18846717,2956836471
748,18868110,27493883
749,18895019,742496527
750,18954472,27493883
751,19051983,298328284
752,19051983,1023412324949000193
753,19051983,1158841136439427072
754,19051983,923634799
755,19051983,825714852110934016
756,19051983,1098305832679280641
757,19051983,2370156364
758,19051983,184738202
759,19051983,2750341247
760,19051983,72852231
761,19051983,880624412
762,19077019,392557812
763,19081489,781471836
764,19088288,457743272
765,19088288,241581504
766,19121806,27493883
767,19162910,815708250217840640
768,19170412,27493883
769,19181564,27493883
770,19181564,930419292
771,19214412,46841910
772,19231073,1969346438
773,19238527,2202063265
774,19238527,316797199
775,19238527,1969346438
776,19284888,705539763349164032
777,19335456,2956836471
778,19386774,2956836471
779,19409634,4794840869
780,19409634,889937894202363904
781,19409634,1461447824
782,19409634,4872408585
783,19409634,1487137489022341127
784,19409634,1451674853912764417
785,19409634,1099170332
786,19409634,1320699507026386944
787,19409634,729714955294023680
788,19409634,813796498399969280
789,19409634,588153952
790,19409634,1446700843755966468
791,19409634,1020734676003180546
792,19409634,2879672239
793,19409634,1261903909032996865
794,19409634,825765542816575489
795,19409634,1492993458646171653
796,19409634,909471715482271744
797,19409634,1216367478
798,19409634,706138485
799,19409634,2393202402
800,19409634,1455852563367141378
801,19409634,1149428198725378048
802,19409634,2889079811
803,19409634,1422447574133379073
804,19409634,973185782142918656
805,19409634,1086988530004447232
806,19409634,21657066
807,19409634,247838386
808,19409634,1461059248704704515
809,19409634,1190299805723058177
810,19409634,421933415
811,19409634,1328441870230360067
812,19409634,1497859905776230400
813,19409634,1265884828647522305
814,19409634,1213274423064547329
815,19409634,827199623332786176
816,19409634,2255687900
817,19409634,2615125034
818,19409634,1094648477060136961
819,19409634,3219703931
820,19409634,1259816940844937217
821,19409634,300390038
822,19409634,3802358121
823,19409634,942849893827334145
824,19409634,1326254363313119232
825,19409634,2453069245
826,19409634,927146354450845696
827,19409634,1464215140493152263
828,19409634,899308266748080128
829,19409634,2672941536
830,19409634,1385513441952247815
831,19409634,1025505491483602945
832,19409634,459186852
833,19409634,1062783611726938112
834,19409634,871383942276034566
835,19409634,459142197
836,19409634,547106952
837,19409634,81637999
838,19409634,706769665935200256
839,19409634,3315313691
840,19409634,1151160985580920834
841,19409634,2969405391
842,19409634,2677293150
843,19409634,2174925633
844,19409634,1254917088256438274
845,19409634,580026542
846,19409634,81683371
847,19409634,395481287
848,19409634,1440636159273492488
849,19409634,504920310
850,19409634,68859620
851,19409634,1118556783033954304
852,19409634,3241038107
853,19409634,1207276440183607296
854,19409634,290980268
855,19409634,603638610
856,19409634,1049706021835472897
857,19409634,153992051
858,19409634,1497476389037039617
859,19409634,1143937516871004161
860,19409634,996060980613402625
861,19409634,1437774809354674176
862,19409634,1500028669980557314
863,19409634,2344913904
864,19409634,1049567721933950976
865,19409634,1462808756325126145
866,19409634,1914067015
867,19409634,1148543683370934274
868,19409634,1375705241937702912
869,19409634,4192961459
870,19409634,902617811385757696
871,19409634,1101371315792080897
872,19409634,1028247846812901381
873,19409634,838469192
874,19409634,1498273976946204678
875,19409634,3234932265
876,19409634,945620488012824583
877,19409634,715974449460297729
878,19418649,1275809564940795906
879,19418649,3383116294
880,19418649,2397177720
881,19418649,842519938476707841
882,19418649,3047185202
883,19418649,1501906132637741057
884,19418649,3665718265
885,19440391,2956836471
886,19449143,4018888580
887,19465759,2301844336
888,19492635,305526924
889,19608199,618371746
890,19608199,741438314
891,19608199,2429328178
892,19608199,1148571519989288960
893,19608199,1712436870
894,19608199,342028286
895,19608199,203006481
896,19608199,2981900049
897,19608199,130927779
898,19608199,1488516176502272001
899,19608199,365086985
900,19654085,27493883
901,19734438,457743272
902,19735514,41929595
903,19762424,2956836471
904,19765553,1045412502
905,19765553,2956836471
906,19805682,2301844336
907,19816563,2616995078
908,19819827,254152377
909,19830107,1205226529455632385
910,19868130,2956836471
911,19907134,1141886020281085953
912,19919876,1205226529455632385
913,19968144,2956836471
914,19971109,2956836471
915,20031049,2956836471
916,20054932,2616995078
917,20061929,27493883
918,20095305,20624058
919,20104862,2956836471
920,20149325,2956836471
921,20157199,2956836471
922,20185144,2956836471
923,20255638,1270133776748855304
924,20263955,2956836471
925,20311009,27493883
926,20314692,1205226529455632385
927,20340604,1401015246718914560
928,20423769,943557459830075395
929,20466226,2202063265
930,20471224,2956836471
931,20473964,457743272
932,20473964,27493883
933,20476235,2956836471
934,20478618,700071853
935,20479891,2956836471
936,20488455,27493883
937,20509794,27493883
938,20565828,27493883
939,20587289,1024980836368769026
940,20624058,1045412502
941,20624058,101790434
942,20624058,1352230119935340544
943,20624058,201167593
944,20624058,156656667
945,20624058,28861604
946,20624058,2210251178
947,20624058,430813580
948,20624058,3334614563
949,20624058,4834858912
950,20624058,1326580621691514880
951,20624058,49634069
952,20624058,1185904479734059008
953,20624058,410200474
954,20624058,4264297743
955,20624058,2505484243
956,20624058,2504419224
957,20624058,525403063
958,20624058,203652187
959,20624058,1233746970600235009
960,20624058,456600651
961,20624058,446132398
962,20624058,354884801
963,20624058,923582548604850177
964,20624058,917515137577373697
965,20624058,770197184256049152
966,20624058,1197939911472619523
967,20624058,2807448258
968,20624058,2867222703
969,20624058,1496816418930704385
970,20624058,60805938
971,20624058,389972564
972,20624058,919488982949429248
973,20646382,1205226529455632385
974,20697111,48074103
975,20728264,27493883
976,20768602,2956836471
977,20770251,1205226529455632385
978,20796457,1401015246718914560
979,20796457,1081484761934319623
980,20796457,296188478
981,20836265,443369826
982,20862590,27493883
983,20895558,27493883
984,20911915,499505782
985,20911915,470290675
986,20911915,2301844336
987,20919324,1401015246718914560
988,20919324,2956836471
989,20919324,2202063265
990,20919324,1317817827970134025
991,20919324,2616995078
992,20919324,316797199
993,20919324,957467053987856384
994,20964739,27493883
995,20993014,2202063265
996,21015322,468851612
997,21036796,2956836471
998,21036796,1317817827970134025
999,21186562,2956836471
1000,21218734,4909125341
1001,21218734,1497098590929535008
1002,21218734,2453069245
1003,21218734,37720703
1004,21218734,711119327592898560
1005,21257603,23930673
1006,21349439,319619581
1007,21430872,27493883
1008,21445423,1358152121556873217
1009,21458404,27493883
1010,21474305,27493883
1011,21483883,27493883
1012,21495530,27493883
1013,21551984,2301844336
1014,21567649,27493883
1015,21581640,2956836471
1016,21610128,2956836471
1017,21679538,4018888580
1018,21691327,22875032
1019,21694393,1090270096948248576
1020,21694393,1466546784252178432
1021,21694393,3504263777
1022,21694393,1497083517280337922
1023,21694393,925745254648696832
1024,21694393,1393723511085142017
1025,21694393,1496447987735748611
1026,21694393,1487887480447770627
1027,21694393,1150093577256603648
1028,21694393,874182381095309312
1029,21694393,1588580377
1030,21694393,1497978929814155273
1031,21694393,347701167
1032,21694393,896729461223247872
1033,21694393,2772913195
1034,21694393,4515702137
1035,21694393,1048604357162295296
1036,21694393,256915287
1037,21694393,312633500
1038,21694393,1497833866513551362
1039,21694393,1322940951602581504
1040,21694393,535183753
1041,21694393,824895946781708288
1042,21694393,611723769
1043,21694393,906149909035933697
1044,21694393,811538128213254146
1045,21694393,2283827825
1046,21694393,966327223467806720
1047,21694393,4322478492
1048,21694393,928195115725787136
1049,21694393,1225836980388483073
1050,21694393,775063553439064071
1051,21694393,2945947797
1052,21694393,26822945
1053,21694393,1113079320497569792
1054,21694393,1112766199350394880
1055,21694393,958424655626473473
1056,21694393,1297925241465864195
1057,21694393,944198191918075904
1058,21694393,225497215
1059,21694393,76949254
1060,21694393,1345993561850974208
1061,21694393,828166811048882176
1062,21694393,32273235
1063,21694393,1132554900347457536
1064,21694393,1035780987022655488
1065,21694393,2890615444
1066,21694393,880767254031470594
1067,21694393,870406917507690498
1068,21694393,2198279047
1069,21694393,1218994503073325056
1070,21697689,2956836471
1071,21754958,27493883
1072,21764166,4018888580
1073,21799910,2956836471
1074,21839925,392557812
1075,21883255,1205226529455632385
1076,21884679,27493883
1077,21926764,27493883
1078,21930807,2956836471
1079,21943486,1270133776748855304
1080,22019015,27493883
1081,22041669,1358152121556873217
1082,22064251,443369826
1083,22075159,26443215
1084,22149904,26443215
1085,22222414,815708250217840640
1086,22274126,27493883
1087,22307579,801241930508083200
1088,22313958,1270053286108966912
1089,22313958,1038132052024090627
1090,22313958,1205226529455632385
1091,22330313,1205226529455632385
1092,22344938,443369826
1093,22365812,27493883
1094,22407417,2956836471
1095,22407417,1317817827970134025
1096,22417080,1205226529455632385
1097,22439048,27493883
1098,22505527,2301844336
1099,22518618,1358152121556873217
1100,22531716,27493883
1101,22539487,1266369764026224640
1102,22555523,2956836471
1103,22631085,2560259563
1104,22631085,28437034
1105,22631085,2863339097
1106,22631085,2840419574
1107,22631085,946479091393486848
1108,22631085,1467197713422991363
1109,22631085,2598357146
1110,22647819,27493883
1111,22647819,1205226529455632385
1112,22648912,27493883
1113,22659416,27493883
1114,22707692,27493883
1115,22773951,826226272418283520
1116,22797431,2301844336
1117,22801237,2453069245
1118,22803269,468851612
1119,22818501,27493883
1120,22831232,49175397
1121,22831232,26443215
1122,22846618,27493883
1123,22858466,27493883
1124,22858466,1358152121556873217
1125,22875032,2616995078
1126,22875032,260511975
1127,22875032,320926447
1128,22875032,2909598150
1129,22875032,897192181441507328
1130,22875032,897700902500433920
1131,22875032,1062280040
1132,22875032,932221959529738245
1133,22875032,844958585071243264
1134,22875032,1214376722587631616
1135,22875032,1263044024
1136,22875032,2903675035
1137,22875032,2775517100
1138,22875032,1185032348712259584
1139,22875032,1011672647724339201
1140,22885743,27493883
1141,22886404,27493883
1142,22899379,1136757030822305792
1143,22937640,1205226529455632385
1144,22996614,27493883
1145,23048760,41929595
1146,23102114,27493883
1147,23118582,2956836471
1148,23123835,2616995078
1149,23185764,316797199
1150,23231174,2956836471
1151,23238859,25896141
1152,23284066,27493883
1153,23284066,1358152121556873217
1154,23429613,24403753
1155,23433087,443369826
1156,23459423,1274181392876941313
1157,23506717,2202063265
1158,23574334,2956836471
1159,23575409,1205226529455632385
1160,23647466,2836859779
1161,23647466,919915692375330816
1162,23648881,1969346438
1163,23676043,319619581
1164,23676043,2260576352
1165,23685118,864663235923820545
1166,23709095,1056320955415441408
1167,23709095,4018888580
1168,23763190,27493883
1169,23763190,1266866592421298176
1170,23763190,940142567047532544
1171,23864422,1500198758654611468
1172,23871907,27493883
1173,23878825,27493883
1174,23885166,1205226529455632385
